customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5872-oeqnh,female,0,No,No,60,No,no phone service,dsl,yes,no,yes,no,no,yes,one year,Yes,electronic check,44.45,2773.9,No
3162-kkzxo,female,1,No,No,55,Yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,Yes,electronic check,100.15,5409.75,No
7055-vkgda,male,0,No,No,54,Yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,Yes,credit card (automatic),105.4,5643.4,Yes
0754-ukwqp,male,0,No,No,2,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,95.85,197.7,Yes
8873-gldmh,female,0,No,No,6,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,73.85,401.3,No
5696-jvvqy,female,0,Yes,Yes,48,Yes,no,dsl,yes,yes,yes,no,no,yes,two year,Yes,credit card (automatic),70.1,3238.4,No
8946-bfwsg,male,0,Yes,Yes,63,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,25.25,1573.05,No
7493-tpuwz,male,0,No,No,1,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,79.15,79.15,Yes
0547-hurjb,male,0,No,Yes,12,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,credit card (automatic),21.05,235.8,No
8904-opdck,male,1,Yes,No,54,No,no phone service,dsl,no,no,no,no,no,no,month-to-month,Yes,bank transfer (automatic),24.95,1364.75,No
8845-lwkge,female,0,Yes,Yes,30,Yes,no,dsl,no,no,yes,yes,yes,no,one year,Yes,electronic check,64.5,1985.15,No
1577-hktfg,female,0,Yes,No,30,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,bank transfer (automatic),19.65,655.85,Yes
8752-stivr,female,0,No,No,4,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,electronic check,79,303.15,Yes
0691-nikri,female,0,No,No,40,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,Yes,credit card (automatic),105.95,4335.2,No
5022-jnqeq,female,0,Yes,Yes,9,Yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,Yes,electronic check,75.85,647.5,No
4558-fantw,female,0,Yes,Yes,17,Yes,no,fiber optic,yes,no,no,yes,yes,no,month-to-month,No,electronic check,91.85,1574.45,Yes
3249-vhrip,female,0,No,No,62,No,no phone service,dsl,no,yes,yes,no,no,yes,two year,Yes,credit card (automatic),43.6,2748.7,No
3736-blepa,male,0,No,No,28,Yes,no,fiber optic,no,yes,no,yes,yes,no,one year,Yes,bank transfer (automatic),91.25,2483.65,No
4701-lkozd,female,0,No,No,70,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,credit card (automatic),89.75,6367.2,No
6603-qwspr,female,0,No,No,46,Yes,no,fiber optic,no,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),104.4,4904.2,No
9921-qfqul,female,0,Yes,No,23,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,No,mailed check,90.15,2044.95,No
1929-zcbhe,male,0,Yes,Yes,47,No,no phone service,dsl,yes,no,yes,yes,no,no,one year,No,electronic check,40.3,1794.8,No
4378-mypgo,male,0,Yes,Yes,68,Yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),105.25,7173.15,No
8651-enbzx,female,1,No,No,60,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,Yes,electronic check,106,6441.4,Yes
4129-lycoi,female,0,No,Yes,67,Yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,Yes,electronic check,104,7039.05,No
7798-jvxym,female,0,No,No,14,Yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,Yes,electronic check,69.65,921.4,No
8647-sdtwq,male,0,Yes,Yes,57,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.3,4018.35,No
2696-ecxkc,female,0,Yes,Yes,55,Yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,No,mailed check,100.9,5448.6,No
2081-kjsqf,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,20.25,20.25,No
7623-trnqn,male,0,No,Yes,1,Yes,no,dsl,no,no,no,yes,no,no,month-to-month,Yes,mailed check,49.9,49.9,Yes
3323-cpbwr,male,0,No,No,23,Yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,Yes,credit card (automatic),96.9,2085.45,No
9330-ijwio,female,0,No,No,13,Yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,Yes,electronic check,100.35,1358.85,Yes
3384-ctmsf,male,0,Yes,No,47,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,104.1,5135.15,No
0902-rfhof,male,0,No,No,38,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,20.1,730.1,No
9286-dojgf,female,1,Yes,No,38,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,bank transfer (automatic),74.95,2869.85,Yes
6048-qbxkl,female,1,No,No,2,Yes,yes,dsl,no,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),56.55,118.25,No
9661-mhumo,male,1,Yes,Yes,1,Yes,no,dsl,no,no,no,yes,no,no,month-to-month,Yes,credit card (automatic),49.25,49.25,Yes
7718-rxdgg,male,0,Yes,No,15,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,bank transfer (automatic),68.6,1108.6,No
1025-falix,female,0,No,No,26,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,credit card (automatic),69.05,1815.65,No
3451-vawli,female,0,Yes,Yes,35,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.7,730.4,No
3407-qgwlg,male,0,No,Yes,3,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,20.05,75.45,No
1842-ezjmk,male,0,Yes,Yes,50,Yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,No,electronic check,103.7,5071.05,Yes
2347-wkkae,male,0,Yes,No,42,Yes,yes,fiber optic,yes,no,yes,no,no,yes,month-to-month,Yes,electronic check,94.4,4014.6,No
8735-dcxnf,male,0,Yes,No,10,Yes,no,dsl,yes,no,no,yes,no,no,month-to-month,Yes,credit card (automatic),54.95,568.85,No
3214-iyuuq,female,0,Yes,No,61,Yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,No,bank transfer (automatic),93.7,5860.7,No
1936-uafeh,female,0,No,No,68,Yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,No,credit card (automatic),110.25,7279.35,No
3587-pmcoy,male,0,No,No,10,Yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,Yes,electronic check,98.9,1064.95,No
8079-xrjrs,male,0,Yes,No,65,Yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,No,electronic check,89.75,5769.6,Yes
1027-lkkqq,female,0,Yes,Yes,72,Yes,no,dsl,yes,no,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),80.45,5886.85,No
7148-xzpha,male,0,Yes,Yes,55,Yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,No,electronic check,79.4,4238.45,No
8073-ijdcm,female,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,20.3,20.3,Yes
5309-taikl,female,0,No,No,7,Yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,No,bank transfer (automatic),62.8,418.3,No
6856-raurs,female,0,No,No,2,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,74.9,136.05,No
8778-lmwtj,female,0,No,No,9,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,74.85,708.2,No
9717-ioaaf,male,0,No,Yes,27,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),25.85,788.55,No
8884-adfvn,male,1,Yes,No,7,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,101.95,700.85,Yes
2845-kdhvx,female,0,Yes,No,64,Yes,no,dsl,no,yes,yes,yes,no,yes,two year,Yes,mailed check,68.3,4378.8,No
0848-somko,male,0,No,No,70,No,no phone service,dsl,yes,no,yes,yes,no,yes,two year,No,bank transfer (automatic),48.4,3442.8,No
2720-wgkhp,male,1,No,No,2,Yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,94,181.7,Yes
6734-fqajx,male,1,No,No,67,Yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,Yes,electronic check,105.05,7171.7,No
2869-adawr,female,0,No,No,45,Yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,credit card (automatic),89.3,4016.85,Yes
1535-vtjoq,female,0,No,No,24,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25.15,553,No
6368-tzzdt,male,0,Yes,Yes,4,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.5,96.85,No
0943-zqpxh,male,0,Yes,Yes,44,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,bank transfer (automatic),92.95,4122.9,No
1293-bseun,female,0,Yes,Yes,72,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,mailed check,20.7,1482.3,No
9894-ezewg,female,0,No,No,1,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),74.3,74.3,Yes
1302-tpubn,male,0,No,No,66,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),19.35,1240.8,No
7851-flggq,male,0,No,No,1,No,no phone service,dsl,no,yes,no,yes,no,yes,month-to-month,Yes,mailed check,44.65,44.65,Yes
0637-ubjrp,male,0,Yes,Yes,13,Yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,No,electronic check,84.05,1095.3,Yes
0940-ouqec,male,0,No,No,10,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,bank transfer (automatic),80.7,788.8,Yes
2378-vtkdh,male,1,Yes,No,65,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,104.35,6578.55,No
0927-cngrh,male,0,No,Yes,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.55,19.55,No
8608-oztlb,male,0,Yes,Yes,38,Yes,no,dsl,yes,yes,yes,yes,yes,no,one year,No,electronic check,74.05,2802.3,No
2335-gsoda,male,0,No,Yes,23,No,no phone service,dsl,yes,no,yes,yes,no,no,two year,No,mailed check,40.1,857.75,No
1952-dvvsw,female,0,Yes,No,10,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,20.1,184.4,No
0702-pgibz,male,0,No,Yes,4,Yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,Yes,electronic check,101.7,364.55,Yes
6656-guljq,male,0,Yes,Yes,72,Yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,Yes,credit card (automatic),83.55,6093.3,No
9853-jfzdu,female,0,Yes,No,35,Yes,no,dsl,no,yes,no,yes,no,no,month-to-month,No,electronic check,56.85,1861.1,No
1963-vaukv,female,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.4,20.4,Yes
3777-xrobg,female,0,Yes,Yes,58,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.55,1079.65,No
6994-fgrhh,male,0,Yes,Yes,70,Yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,Yes,electronic check,106.15,7475.1,No
4000-vgmqp,male,0,Yes,Yes,38,Yes,yes,dsl,no,yes,yes,no,yes,yes,one year,No,credit card (automatic),78.95,2862.55,No
3999-wrngr,female,0,Yes,Yes,60,No,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,Yes,electronic check,49.75,3069.45,No
3466-ritxd,male,0,No,No,26,Yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,Yes,credit card (automatic),92.4,2349.8,No
2680-xkknj,female,0,No,No,8,Yes,no,dsl,yes,yes,no,yes,no,no,one year,No,bank transfer (automatic),58.2,469.25,No
3058-hjcuy,male,0,Yes,Yes,41,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,Yes,electronic check,102.6,4213.35,Yes
2974-gguxs,female,1,Yes,No,36,Yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,credit card (automatic),91.95,3301.05,No
7994-xirtr,male,1,No,No,54,Yes,no,dsl,no,no,yes,yes,no,yes,one year,No,bank transfer (automatic),65.25,3529.95,No
3259-fdwoy,male,0,Yes,Yes,71,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),106,7723.7,Yes
2101-rancd,female,0,No,No,55,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,73.1,4144.9,No
7921-bepci,female,0,No,No,72,Yes,yes,dsl,yes,yes,no,no,no,no,two year,No,bank transfer (automatic),59.75,4265,No
0807-zabdg,female,0,No,Yes,3,Yes,no,dsl,yes,no,no,yes,no,no,month-to-month,Yes,mailed check,55.1,154.65,Yes
8510-tmwyb,female,0,Yes,Yes,54,Yes,yes,dsl,no,yes,yes,no,no,no,two year,Yes,bank transfer (automatic),59.8,3246.45,No
3258-zkpai,male,0,Yes,Yes,72,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),116.6,8337.45,No
1428-iedpr,male,0,No,No,52,Yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,Yes,electronic check,109.3,5731.4,No
5298-gstlm,female,1,No,No,60,Yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,Yes,bank transfer (automatic),101.4,6176.6,No
4450-yoohp,female,0,No,No,39,No,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,Yes,credit card (automatic),50.65,1905.4,No
6728-czfei,female,0,No,No,15,Yes,no,dsl,no,no,no,no,yes,no,one year,No,mailed check,56.15,931.9,No
5748-rncjt,male,0,No,No,69,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),106.5,7348.8,Yes
3653-ncrdj,male,0,Yes,Yes,43,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,19.2,776.25,No
6121-tnhbo,female,1,No,No,63,Yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,No,bank transfer (automatic),83,5243.05,No
5119-nzptv,male,1,Yes,No,2,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,70.1,141.65,No
6519-zhpxp,female,0,Yes,Yes,72,Yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),108.3,7679.65,No
7739-laxog,female,0,Yes,Yes,32,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,Yes,bank transfer (automatic),91.05,2954.5,Yes
3472-qprch,male,0,Yes,Yes,40,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25.25,1006.9,No
8224-uaxbz,female,0,Yes,No,58,No,no phone service,dsl,yes,yes,no,no,yes,no,one year,Yes,electronic check,45.35,2540.1,No
9610-wcesf,male,0,No,No,67,No,no phone service,dsl,yes,no,no,yes,yes,no,two year,No,electronic check,43.9,3097.2,No
9776-cluja,female,1,Yes,No,51,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,77.5,3807.35,Yes
2486-wyvve,male,0,Yes,No,31,Yes,yes,dsl,no,no,yes,yes,yes,yes,one year,Yes,mailed check,79.3,2484,No
3865-zykad,male,1,Yes,No,69,Yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),84.9,5785.65,No
1422-dgubx,male,0,Yes,No,32,Yes,yes,fiber optic,no,no,no,yes,no,no,one year,Yes,electronic check,79.25,2619.15,No
2999-aanrq,female,0,No,No,21,Yes,no,dsl,yes,yes,no,yes,yes,no,two year,No,credit card (automatic),71.05,1524.85,No
8668-knzti,male,0,No,No,52,Yes,no,dsl,yes,no,yes,no,no,no,one year,No,electronic check,53.75,2790.65,No
0480-kyjva,female,0,Yes,Yes,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),24.25,1784.5,No
6034-zrycv,female,0,Yes,No,72,No,no phone service,dsl,no,yes,yes,no,yes,yes,two year,Yes,electronic check,54.2,3937.45,Yes
9746-ykgxb,male,0,Yes,Yes,52,No,no phone service,dsl,yes,no,yes,no,no,yes,one year,No,bank transfer (automatic),44.25,2276.1,No
3926-yzvvx,female,0,No,No,41,Yes,no,dsl,no,no,no,yes,no,no,one year,No,bank transfer (automatic),50.05,2029.05,No
6000-uklwi,male,0,No,No,41,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.15,802.35,No
2079-fbmzk,female,0,No,No,6,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,69.25,418.4,Yes
6332-fbzri,male,0,Yes,Yes,67,Yes,yes,dsl,yes,yes,yes,yes,no,no,one year,Yes,credit card (automatic),69.35,4653.25,No
2096-xotmo,female,0,Yes,Yes,16,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.35,275.9,No
3266-ftkhb,male,0,No,No,17,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.15,343.45,No
8221-eqdgl,male,0,Yes,No,35,Yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,No,mailed check,61,2130.45,No
2346-locwc,female,0,Yes,Yes,58,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),20.5,1191.4,No
6608-qqlvk,male,0,No,No,1,Yes,no,dsl,no,no,yes,no,no,no,month-to-month,Yes,electronic check,50.5,50.5,Yes
0298-xacet,male,0,Yes,Yes,52,No,no phone service,dsl,no,yes,yes,yes,yes,no,two year,No,mailed check,50.2,2554,No
7560-qjavj,female,0,No,No,70,Yes,no,dsl,yes,no,yes,yes,yes,yes,two year,No,bank transfer (automatic),79.6,5589.45,No
2995-ywtcd,female,0,Yes,Yes,19,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),24.9,467.7,No
3551-huazh,male,1,No,No,1,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.4,74.4,Yes
9137-uiypg,female,0,Yes,Yes,35,Yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,Yes,electronic check,106.9,3756.45,No
2809-zmyoq,female,0,No,No,32,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,101.35,3334.9,No
5084-oovcj,female,0,Yes,Yes,17,Yes,no,dsl,yes,no,no,yes,no,no,month-to-month,Yes,credit card (automatic),55.35,920.5,No
0254-wwrkd,female,0,Yes,Yes,67,Yes,no,dsl,no,yes,no,no,no,no,one year,No,credit card (automatic),50.55,3431.75,No
7727-shvzv,female,0,No,No,9,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,bank transfer (automatic),19.5,150.35,No
6302-jgyrj,male,0,No,Yes,31,Yes,yes,dsl,no,yes,no,yes,yes,yes,one year,Yes,mailed check,79.45,2587.7,Yes
5339-pxdvh,male,0,No,No,4,Yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,No,electronic check,90.65,367.95,No
2205-lpvgl,male,1,Yes,Yes,58,Yes,yes,fiber optic,yes,yes,no,yes,no,no,one year,Yes,bank transfer (automatic),89.85,5125.75,No
8782-nuuol,male,0,No,No,60,Yes,no,dsl,yes,no,yes,yes,yes,yes,one year,No,mailed check,79,4801.1,No
3685-ylcmq,male,0,No,No,58,Yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,Yes,electronic check,104.65,6219.6,Yes
7601-wfvzv,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.55,19.55,No
4609-knnwg,female,0,Yes,Yes,27,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.9,550.1,No
4868-aadlv,male,1,Yes,Yes,66,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,Yes,electronic check,116.25,7862.25,No
9529-ofxhy,male,0,No,No,15,Yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),87.75,1242.2,No
8634-mphtr,male,1,Yes,No,47,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,100.05,4871.05,Yes
2669-qvcrg,female,0,No,No,41,Yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,credit card (automatic),81.3,3190.65,No
2478-eewwm,male,0,Yes,No,59,No,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,44.3,2666.75,No
9174-ihetn,female,0,No,Yes,50,Yes,no,fiber optic,no,no,no,no,no,no,two year,No,credit card (automatic),70.35,3533.6,No
2233-txsiu,male,0,Yes,Yes,17,No,no phone service,dsl,yes,no,yes,no,yes,no,one year,No,credit card (automatic),44.45,792.15,No
9644-umgqa,male,0,Yes,Yes,6,Yes,no,dsl,yes,no,no,no,no,no,month-to-month,Yes,electronic check,49.15,295.65,No
3256-ezdbi,male,1,Yes,No,51,No,no phone service,dsl,no,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),29.45,1459.35,No
8761-nsobc,male,0,No,No,44,Yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,No,electronic check,100.55,4398.15,Yes
0419-yaapx,male,0,Yes,No,49,Yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,credit card (automatic),85.3,4297.95,No
8413-vonuo,male,0,No,No,2,Yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,No,electronic check,95.65,167.3,Yes
0872-caszj,male,0,Yes,No,59,Yes,yes,dsl,yes,no,no,yes,no,yes,one year,Yes,mailed check,69.1,4096.9,No
4726-dlwqn,male,1,No,No,50,Yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),70.35,3454.6,No
8164-ockuj,female,0,Yes,Yes,59,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.6,1286,No
3094-jojai,male,0,No,No,18,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,No,mailed check,74.15,1387,No
9494-mrnyx,male,0,No,No,10,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,No,electronic check,75.05,786.3,No
2599-czabp,male,0,Yes,No,14,Yes,no,dsl,no,no,no,no,no,no,one year,No,electronic check,44.6,641.25,No
7945-prbvf,male,0,No,No,35,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),21.45,705.45,No
4544-rxfmg,male,0,Yes,Yes,8,Yes,no,dsl,no,no,no,no,no,no,one year,Yes,mailed check,43.45,345.5,No
0859-ygkfw,male,0,Yes,Yes,18,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),20.05,345.9,No
1150-ftqgn,female,0,Yes,Yes,60,Yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,No,bank transfer (automatic),94.15,5811.8,No
9223-ucpvt,female,0,No,No,1,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,No,electronic check,94.4,94.4,Yes
7196-liwrh,female,0,No,No,6,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.55,124.45,No
5448-vwnam,female,0,No,Yes,19,Yes,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,Yes,mailed check,75.9,1375.6,No
1177-xzbjl,male,0,Yes,Yes,53,Yes,yes,dsl,yes,yes,no,yes,no,no,one year,No,bank transfer (automatic),64.15,3491.55,No
3518-fstwg,male,1,Yes,No,72,Yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,Yes,bank transfer (automatic),109.55,7920.7,No
9330-vofsz,female,0,Yes,No,60,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,Yes,credit card (automatic),110.8,6640.7,No
4351-qlcsu,female,0,No,No,1,Yes,no,dsl,no,no,no,no,yes,no,month-to-month,Yes,credit card (automatic),55,55,Yes
0939-eremr,female,0,No,Yes,13,Yes,no,dsl,no,no,yes,yes,no,no,month-to-month,No,mailed check,53.45,718.1,No
9389-acwbi,female,0,Yes,Yes,5,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,No,credit card (automatic),69.95,320.4,No
5419-jprrn,male,0,No,No,1,Yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,Yes,electronic check,101.45,101.45,Yes
3644-qxehn,male,0,Yes,Yes,13,Yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,No,electronic check,97,1334.45,No
2911-ijorq,male,0,No,No,37,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,Yes,bank transfer (automatic),90.6,3358.65,No
5921-ngyrh,male,0,Yes,No,64,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,mailed check,73.55,4764,No
2100-bdnsn,female,0,Yes,No,5,Yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,No,bank transfer (automatic),67.95,350.3,Yes
5998-dzlyr,female,0,Yes,No,61,Yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,Yes,bank transfer (automatic),94.35,5703,No
0488-gslfr,female,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.5,69.5,Yes
9318-nknfc,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,mailed check,18.85,18.85,Yes
3985-hoypm,male,0,No,No,26,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,19.4,525.55,No
9728-fttvz,female,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.2,69.2,Yes
9548-lerkt,male,0,Yes,No,24,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.75,483.15,No
6576-fbxoj,male,0,Yes,No,17,No,no phone service,dsl,no,no,yes,yes,yes,yes,one year,No,electronic check,54.6,934.8,No
4310-kedtb,female,0,No,Yes,26,No,no phone service,dsl,no,no,yes,no,no,no,month-to-month,Yes,mailed check,29.8,786.5,No
7254-iqwoz,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.65,69.65,Yes
2474-brucm,male,1,Yes,No,40,Yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,No,electronic check,101.85,4086.3,Yes
